boundary_index	chrom	boundary_end	index	num_ctcf	span	boundary_start	strand	start	end
1622	chr6	54590000	9278	4	54583372-54583391	54580000	+	54583372	54583391
1622	chr6	54590000	9280	4	54586358-54586377	54580000	+	54586358	54586377
1623	chr6	55210000	9285	5	55203802-55203821	55200000	-	55203802	55203821
1625	chr6	56060000	9295	5	56050123-56050142	56050000	-	56050123	56050142
1625	chr6	56060000	9296	5	56056253-56056272	56050000	+	56056253	56056272
1625	chr6	56060000	9297	5	56056363-56056382	56050000	-	56056363	56056382
1626	chr6	56440000	9302	4	56430661-56430680	56430000	+	56430661	56430680
1626	chr6	56440000	9303	4	56430819-56430838	56430000	+	56430819	56430838
1626	chr6	56440000	9305	4	56439315-56439334	56430000	-	56439315	56439334
1627	chr6	56700000	9308	3	56690061-56690080	56690000	+	56690061	56690080
1627	chr6	56700000	9309	3	56691435-56691454	56690000	-	56691435	56691454
1629	chr6	57580000	9320	3	57570608-57570627	57570000	-	57570608	57570627
1629	chr6	57580000	9321	3	57572542-57572561	57570000	-	57572542	57572561
1629	chr6	57580000	9322	3	57572812-57572831	57570000	+	57572812	57572831
1631	chr6	58540000	9327	3	58533661-58533680	58530000	-	58533661	58533680
1633	chr6	59210000	9336	6	59207384-59207403	59200000	-	59207384	59207403
1633	chr6	59210000	9337	6	59208734-59208753	59200000	-	59208734	59208753
1633	chr6	59210000	9338	6	59208981-59209000	59200000	-	59208981	59209000
1633	chr6	59210000	9339	6	59209435-59209454	59200000	-	59209435	59209454
1636	chr6	60560000	9354	2	60555982-60556001	60550000	+	60555982	60556001
1637	chr6	60970000	9357	3	60962007-60962026	60960000	+	60962007	60962026
1637	chr6	60970000	9358	3	60962729-60962748	60960000	-	60962729	60962748
1637	chr6	60970000	9359	3	60963918-60963937	60960000	+	60963918	60963937
1638	chr6	61320000	9362	4	61311863-61311882	61310000	-	61311863	61311882
1638	chr6	61320000	9363	4	61312041-61312060	61310000	+	61312041	61312060
1638	chr6	61320000	9364	4	61316056-61316075	61310000	+	61316056	61316075
1638	chr6	61320000	9365	4	61319747-61319766	61310000	+	61319747	61319766
1642	chr6	63330000	9371	3	63321330-63321349	63320000	-	63321330	63321349
1643	chr6	64660000	9376	4	64650100-64650119	64650000	-	64650100	64650119
1643	chr6	64660000	9377	4	64653331-64653350	64650000	-	64653331	64653350
1644	chr6	64950000	9383	3	64949056-64949075	64940000	+	64949056	64949075
1646	chr6	65640000	9388	2	65630890-65630909	65630000	-	65630890	65630909
1646	chr6	65640000	9389	2	65631887-65631906	65630000	-	65631887	65631906
1648	chr6	66540000	9396	5	66533461-66533480	66530000	-	66533461	66533480
1648	chr6	66540000	9398	5	66534576-66534595	66530000	-	66534576	66534595
1648	chr6	66540000	9399	5	66535619-66535638	66530000	+	66535619	66535638
1651	chr6	67860000	9410	4	67858141-67858160	67850000	+	67858141	67858160
1656	chr6	71150000	9422	8	71141357-71141376	71140000	-	71141357	71141376
1656	chr6	71150000	9425	8	71144396-71144415	71140000	+	71144396	71144415
1657	chr6	71440000	9432	2	71438442-71438461	71430000	-	71438442	71438461
1658	chr6	71840000	9435	4	71831219-71831238	71830000	-	71831219	71831238
1660	chr6	72610000	9443	4	72601356-72601375	72600000	-	72601356	72601375
1660	chr6	72610000	9444	4	72601911-72601930	72600000	+	72601911	72601930
1660	chr6	72610000	9445	4	72604855-72604874	72600000	+	72604855	72604874
1660	chr6	72610000	9446	4	72609621-72609640	72600000	+	72609621	72609640
1662	chr6	73330000	9457	5	73323041-73323060	73320000	-	73323041	73323060
1662	chr6	73330000	9458	5	73327071-73327090	73320000	-	73327071	73327090
1662	chr6	73330000	9460	5	73329555-73329574	73320000	-	73329555	73329574
1662	chr6	73330000	9461	5	73329804-73329823	73320000	-	73329804	73329823
1666	chr6	77250000	9478	5	77242242-77242261	77240000	-	77242242	77242261
1666	chr6	77250000	9479	5	77243947-77243966	77240000	-	77243947	77243966
1666	chr6	77250000	9480	5	77246786-77246805	77240000	+	77246786	77246805
1666	chr6	77250000	9481	5	77247664-77247683	77240000	-	77247664	77247683
1666	chr6	77250000	9482	5	77249606-77249625	77240000	-	77249606	77249625
1667	chr6	77630000	9485	3	77623791-77623810	77620000	+	77623791	77623810
1667	chr6	77630000	9486	3	77628968-77628987	77620000	+	77628968	77628987
1668	chr6	77920000	9490	4	77910374-77910393	77910000	-	77910374	77910393
1668	chr6	77920000	9492	4	77913416-77913435	77910000	+	77913416	77913435
1668	chr6	77920000	9493	4	77917915-77917934	77910000	-	77917915	77917934
1677	chr6	82610000	9524	9	82605881-82605900	82600000	-	82605881	82605900
1677	chr6	82610000	9527	9	82609318-82609337	82600000	-	82609318	82609337
1679	chr6	83330000	9534	4	83323816-83323835	83320000	+	83323816	83323835
1679	chr6	83330000	9535	4	83325705-83325724	83320000	-	83325705	83325724
1679	chr6	83330000	9536	4	83326181-83326200	83320000	-	83326181	83326200
1680	chr6	83800000	9542	7	83792880-83792899	83790000	+	83792880	83792899
1680	chr6	83800000	9543	7	83796883-83796902	83790000	-	83796883	83796902
1680	chr6	83800000	9544	7	83797156-83797175	83790000	-	83797156	83797175
1680	chr6	83800000	9545	7	83797934-83797953	83790000	-	83797934	83797953
1680	chr6	83800000	9546	7	83799133-83799152	83790000	-	83799133	83799152
1683	chr6	84910000	9568	5	84909475-84909494	84900000	+	84909475	84909494
1684	chr6	85150000	9572	11	85141167-85141186	85140000	+	85141167	85141186
1684	chr6	85150000	9573	11	85141280-85141299	85140000	+	85141280	85141299
1684	chr6	85150000	9575	11	85144408-85144427	85140000	+	85144408	85144427
1684	chr6	85150000	9576	11	85144788-85144807	85140000	-	85144788	85144807
1684	chr6	85150000	9577	11	85145785-85145804	85140000	+	85145785	85145804
1684	chr6	85150000	9578	11	85147810-85147829	85140000	+	85147810	85147829
1684	chr6	85150000	9581	11	85148460-85148479	85140000	-	85148460	85148479
1685	chr6	85450000	9585	3	85444347-85444366	85440000	+	85444347	85444366
1685	chr6	85450000	9586	3	85444759-85444778	85440000	+	85444759	85444778
1685	chr6	85450000	9587	3	85446517-85446536	85440000	+	85446517	85446536
1686	chr6	86040000	9590	3	86033338-86033357	86030000	+	86033338	86033357
1687	chr6	86410000	9595	5	86401285-86401304	86400000	-	86401285	86401304
1688	chr6	87060000	9604	4	87059421-87059440	87050000	+	87059421	87059440
1689	chr6	87850000	9611	5	87847206-87847225	87840000	+	87847206	87847225
1690	chr6	88120000	9615	5	88113303-88113322	88110000	+	88113303	88113322
1690	chr6	88120000	9616	5	88113740-88113759	88110000	+	88113740	88113759
1690	chr6	88120000	9617	5	88117079-88117098	88110000	-	88117079	88117098
1690	chr6	88120000	9618	5	88117309-88117328	88110000	-	88117309	88117328
1692	chr6	88900000	9623	7	88890154-88890173	88890000	+	88890154	88890173
1692	chr6	88900000	9624	7	88890233-88890252	88890000	-	88890233	88890252
1692	chr6	88900000	9625	7	88891991-88892010	88890000	+	88891991	88892010
1692	chr6	88900000	9626	7	88893752-88893771	88890000	-	88893752	88893771
1692	chr6	88900000	9627	7	88895658-88895677	88890000	+	88895658	88895677
1692	chr6	88900000	9629	7	88898566-88898585	88890000	+	88898566	88898585
1693	chr6	89680000	9632	6	89676359-89676378	89670000	-	89676359	89676378
1693	chr6	89680000	9635	6	89678533-89678552	89670000	-	89678533	89678552
1694	chr6	90040000	9642	3	90039462-90039481	90030000	+	90039462	90039481
1696	chr6	90610000	9650	7	90601841-90601860	90600000	-	90601841	90601860
1696	chr6	90610000	9651	7	90601973-90601992	90600000	+	90601973	90601992
1696	chr6	90610000	9652	7	90606743-90606762	90600000	-	90606743	90606762
1696	chr6	90610000	9653	7	90607335-90607354	90600000	+	90607335	90607354
1696	chr6	90610000	9655	7	90609144-90609163	90600000	+	90609144	90609163
1696	chr6	90610000	9656	7	90609337-90609356	90600000	+	90609337	90609356
1697	chr6	91150000	9664	10	91144406-91144425	91140000	-	91144406	91144425
1697	chr6	91150000	9665	10	91145121-91145140	91140000	-	91145121	91145140
1697	chr6	91150000	9666	10	91145465-91145484	91140000	+	91145465	91145484
1698	chr6	91520000	9671	5	91510092-91510111	91510000	+	91510092	91510111
1698	chr6	91520000	9673	5	91512935-91512954	91510000	+	91512935	91512954
1698	chr6	91520000	9674	5	91513910-91513929	91510000	-	91513910	91513929
1700	chr6	92210000	9682	3	92201577-92201596	92200000	+	92201577	92201596
1702	chr6	93760000	9692	4	93755063-93755082	93750000	+	93755063	93755082
1702	chr6	93760000	9694	4	93757488-93757507	93750000	-	93757488	93757507
1702	chr6	93760000	9695	4	93757575-93757594	93750000	+	93757575	93757594
1703	chr6	94060000	9699	4	94054124-94054143	94050000	-	94054124	94054143
1703	chr6	94060000	9701	4	94057464-94057483	94050000	+	94057464	94057483
1704	chr6	94510000	9705	4	94503631-94503650	94500000	+	94503631	94503650
1704	chr6	94510000	9706	4	94506783-94506802	94500000	-	94506783	94506802
1704	chr6	94510000	9707	4	94508666-94508685	94500000	+	94508666	94508685
1706	chr6	95490000	9718	8	95482266-95482285	95480000	+	95482266	95482285
1706	chr6	95490000	9719	8	95483441-95483460	95480000	-	95483441	95483460
1706	chr6	95490000	9720	8	95483911-95483930	95480000	-	95483911	95483930
1706	chr6	95490000	9721	8	95484578-95484597	95480000	+	95484578	95484597
1706	chr6	95490000	9722	8	95488534-95488553	95480000	-	95488534	95488553
1707	chr6	95790000	9727	4	95783083-95783102	95780000	-	95783083	95783102
1708	chr6	96850000	9732	4	96843349-96843368	96840000	+	96843349	96843368
1708	chr6	96850000	9733	4	96843920-96843939	96840000	+	96843920	96843939
1710	chr6	97530000	9749	7	97523318-97523337	97520000	-	97523318	97523337
1710	chr6	97530000	9750	7	97524358-97524377	97520000	+	97524358	97524377
1710	chr6	97530000	9751	7	97526351-97526370	97520000	-	97526351	97526370
1711	chr6	97760000	9755	3	97758820-97758839	97750000	+	97758820	97758839
1711	chr6	97760000	9756	3	97759501-97759520	97750000	+	97759501	97759520
1712	chr6	98060000	9759	4	98050207-98050226	98050000	-	98050207	98050226
1713	chr6	98520000	9765	4	98510283-98510302	98510000	+	98510283	98510302
1713	chr6	98520000	9768	4	98514201-98514220	98510000	+	98514201	98514220
1714	chr6	98940000	9771	1	98933960-98933979	98930000	-	98933960	98933979
1715	chr6	99640000	9773	6	99630103-99630122	99630000	-	99630103	99630122
1715	chr6	99640000	9774	6	99632942-99632961	99630000	-	99632942	99632961
1715	chr6	99640000	9775	6	99634246-99634265	99630000	+	99634246	99634265
1715	chr6	99640000	9777	6	99636510-99636529	99630000	-	99636510	99636529
1715	chr6	99640000	9778	6	99636712-99636731	99630000	-	99636712	99636731
1716	chr6	100240000	9781	3	100230554-100230573	100230000	+	100230554	100230573
1716	chr6	100240000	9782	3	100232376-100232395	100230000	-	100232376	100232395
1716	chr6	100240000	9783	3	100233193-100233212	100230000	-	100233193	100233212
1717	chr6	100570000	9786	7	100560027-100560046	100560000	-	100560027	100560046
1717	chr6	100570000	9788	7	100563169-100563188	100560000	+	100563169	100563188
1717	chr6	100570000	9789	7	100563971-100563990	100560000	-	100563971	100563990
1717	chr6	100570000	9790	7	100564456-100564475	100560000	+	100564456	100564475
1717	chr6	100570000	9791	7	100567410-100567429	100560000	+	100567410	100567429
1717	chr6	100570000	9792	7	100567817-100567836	100560000	+	100567817	100567836
1718	chr6	100890000	9796	9	100880912-100880931	100880000	+	100880912	100880931
1718	chr6	100890000	9797	9	100882571-100882590	100880000	+	100882571	100882590
1718	chr6	100890000	9798	9	100882785-100882804	100880000	+	100882785	100882804
1718	chr6	100890000	9800	9	100884577-100884596	100880000	-	100884577	100884596
1718	chr6	100890000	9803	9	100889529-100889548	100880000	-	100889529	100889548
1719	chr6	101270000	9806	7	101261721-101261740	101260000	-	101261721	101261740
1719	chr6	101270000	9807	7	101262103-101262122	101260000	-	101262103	101262122
1719	chr6	101270000	9808	7	101265083-101265102	101260000	+	101265083	101265102
1719	chr6	101270000	9809	7	101265500-101265519	101260000	-	101265500	101265519
1719	chr6	101270000	9810	7	101267008-101267027	101260000	+	101267008	101267027
1719	chr6	101270000	9811	7	101268162-101268181	101260000	+	101268162	101268181
1719	chr6	101270000	9812	7	101268321-101268340	101260000	+	101268321	101268340
1721	chr6	102180000	9819	3	102171091-102171110	102170000	+	102171091	102171110
1722	chr6	102570000	9824	2	102564701-102564720	102560000	+	102564701	102564720
1724	chr6	103290000	9830	1	103287368-103287387	103280000	-	103287368	103287387
1725	chr6	103700000	9832	1	103697533-103697552	103690000	-	103697533	103697552
1726	chr6	104480000	9834	1	104479422-104479441	104470000	+	104479422	104479441
1729	chr6	106810000	9839	5	106800147-106800166	106800000	-	106800147	106800166
1729	chr6	106810000	9840	5	106801554-106801573	106800000	+	106801554	106801573
1729	chr6	106810000	9841	5	106803611-106803630	106800000	+	106803611	106803630
1729	chr6	106810000	9842	5	106805048-106805067	106800000	+	106805048	106805067
1731	chr6	107530000	9853	2	107526717-107526736	107520000	+	107526717	107526736
1732	chr6	108070000	9856	2	108065298-108065317	108060000	+	108065298	108065317
1732	chr6	108070000	9857	2	108065803-108065822	108060000	-	108065803	108065822
1733	chr6	108420000	9860	5	108410218-108410237	108410000	-	108410218	108410237
1733	chr6	108420000	9863	5	108417695-108417714	108410000	+	108417695	108417714
1734	chr6	108790000	9870	6	108783380-108783399	108780000	-	108783380	108783399
1736	chr6	111020000	9880	3	111010012-111010031	111010000	-	111010012	111010031
1737	chr6	111680000	9885	1	111678220-111678239	111670000	-	111678220	111678239
1739	chr6	112490000	9892	6	112481386-112481405	112480000	+	112481386	112481405
1739	chr6	112490000	9893	6	112481865-112481884	112480000	-	112481865	112481884
1739	chr6	112490000	9894	6	112482766-112482785	112480000	-	112482766	112482785
1739	chr6	112490000	9895	6	112484502-112484521	112480000	-	112484502	112484521
1739	chr6	112490000	9896	6	112486385-112486404	112480000	+	112486385	112486404
1739	chr6	112490000	9897	6	112489407-112489426	112480000	+	112489407	112489426
1741	chr6	113750000	9906	4	113746354-113746373	113740000	-	113746354	113746373
1741	chr6	113750000	9907	4	113749772-113749791	113740000	+	113749772	113749791
1742	chr6	115040000	9913	5	115037643-115037662	115030000	-	115037643	115037662
1742	chr6	115040000	9914	5	115037940-115037959	115030000	-	115037940	115037959
1743	chr6	115550000	9919	5	115544679-115544698	115540000	-	115544679	115544698
1744	chr6	115860000	9925	7	115853055-115853074	115850000	-	115853055	115853074
1745	chr6	116200000	9933	8	116190098-116190117	116190000	-	116190098	116190117
1745	chr6	116200000	9934	8	116193171-116193190	116190000	+	116193171	116193190
1745	chr6	116200000	9939	8	116199114-116199133	116190000	+	116199114	116199133
1745	chr6	116200000	9940	8	116199220-116199239	116190000	+	116199220	116199239
1747	chr6	117170000	9946	5	117163841-117163860	117160000	+	117163841	117163860
1747	chr6	117170000	9947	5	117166989-117167008	117160000	+	117166989	117167008
1747	chr6	117170000	9948	5	117167287-117167306	117160000	+	117167287	117167306
1748	chr6	117840000	9952	6	117832363-117832382	117830000	+	117832363	117832382
1748	chr6	117840000	9954	6	117833887-117833906	117830000	-	117833887	117833906
1749	chr6	118600000	9959	5	118591829-118591848	118590000	-	118591829	118591848
1749	chr6	118600000	9960	5	118593490-118593509	118590000	-	118593490	118593509
1749	chr6	118600000	9962	5	118595958-118595977	118590000	-	118595958	118595977
1751	chr6	119470000	9973	5	119465772-119465791	119460000	-	119465772	119465791
1751	chr6	119470000	9975	5	119466559-119466578	119460000	-	119466559	119466578
1751	chr6	119470000	9976	5	119467857-119467876	119460000	+	119467857	119467876
1752	chr6	119990000	9979	3	119981506-119981525	119980000	-	119981506	119981525
1753	chr6	120470000	9984	4	120464465-120464484	120460000	+	120464465	120464484
1754	chr6	120840000	9990	10	120831251-120831270	120830000	+	120831251	120831270
1754	chr6	120840000	9991	10	120831403-120831422	120830000	+	120831403	120831422
1754	chr6	120840000	9992	10	120831595-120831614	120830000	+	120831595	120831614
1754	chr6	120840000	9996	10	120836099-120836118	120830000	+	120836099	120836118
1754	chr6	120840000	9997	10	120836899-120836918	120830000	+	120836899	120836918
1755	chr6	121200000	10002	2	121191428-121191447	121190000	-	121191428	121191447
1756	chr6	121560000	10007	4	121556659-121556678	121550000	+	121556659	121556678
1756	chr6	121560000	10008	4	121557522-121557541	121550000	+	121557522	121557541
1756	chr6	121560000	10009	4	121559480-121559499	121550000	-	121559480	121559499
1757	chr6	122610000	10019	10	122606589-122606608	122600000	+	122606589	122606608
1757	chr6	122610000	10020	10	122606842-122606861	122600000	-	122606842	122606861
1757	chr6	122610000	10021	10	122608718-122608737	122600000	-	122608718	122608737
1759	chr6	124410000	10030	3	124402854-124402873	124400000	+	124402854	124402873
1760	chr6	124820000	10035	6	124811152-124811171	124810000	+	124811152	124811171
1760	chr6	124820000	10036	6	124814161-124814180	124810000	-	124814161	124814180
1760	chr6	124820000	10039	6	124815440-124815459	124810000	-	124815440	124815459
1761	chr6	125100000	10043	6	125090408-125090427	125090000	+	125090408	125090427
1761	chr6	125100000	10044	6	125091828-125091847	125090000	+	125091828	125091847
1761	chr6	125100000	10047	6	125095997-125096016	125090000	+	125095997	125096016
