# GimmeMotifs version 0.17.1
# Input: gimme.test/generated_background.gc.fa
# Motifs: gimme.test/combined.pfm
# Scoring: GC frequency normalized z-score
	GimmeMotifs_1	GimmeMotifs_2
chr2:29601300-29601500	0.154413	-2.335388
chr13:85147900-85148100	1.390817	-1.024721
chr13:26458500-26458700	0.399042	-0.624022
chr8:10078800-10079000	-1.538083	-2.134163
chr2:239418400-239418600	-0.630678	0.856089
chr10:84346200-84346400	1.306447	1.115609
chr8:15444800-15445000	-0.752993	-0.385879
chr13:97919400-97919600	-0.875307	-2.191332
chr7:73238700-73238900	2.213853	-0.298245
chr5:181367900-181368100	-0.804559	0.616249
chr16:30427400-30427600	-0.630678	-0.643988
chr15:33539300-33539500	-0.630678	1.180756
chr10:100233300-100233500	-0.508363	2.207685
chr20:40491800-40492000	-0.508363	0.821536
chrX:92265000-92265200	-0.630678	0.009641
chr4:3320500-3320700	0.399042	0.437811
chr2:59929100-59929300	1.184133	-1.078965
chr17:8875100-8875300	-0.752993	-1.079316
chr6:16354400-16354600	2.213853	-0.643988
chr18:68560500-68560700	-1.081801	-1.337522
chr1:29178500-29178700	1.428762	-1.561677
chr8:63846300-63846500	0.085197	0.430594
chr15:39396200-39396400	-0.508363	-0.999799
chr17:17600200-17600400	-0.752993	0.126752
chr9:128174000-128174200	1.428762	-1.031351
chr11:65291900-65292100	-0.875307	0.253361
chr6:111065900-111066100	-0.630678	2.920664
chr20:35637300-35637500	-0.630678	-0.715855
chr11:59512600-59512800	2.213853	0.735008
chr12:3451200-3451400	-1.538083	-0.386349
chr14:73720100-73720300	1.428762	0.602460
chr11:24561500-24561700	-0.630678	0.974614
chr3:121893800-121894000	-0.508363	-0.268304
chr13:83172000-83172200	-0.630678	-0.934230
chr4:42221500-42221700	1.428762	-1.102628
chr11:61533700-61533900	-0.752993	-2.095136
chr19:40974400-40974600	-0.630678	-0.605423
chr3:54883700-54883900	0.643672	0.751044
chr4:152309700-152309900	-1.081801	1.562598
chr7:131207500-131207700	0.399042	-1.094802
chr6:125444900-125445100	-0.630678	0.826304
chr2:136860800-136861000	-0.630678	-0.654508
chr20:55220000-55220200	1.252196	-0.432508
chr12:118402700-118402900	0.399042	0.420380
chr6:28537900-28538100	0.276727	-0.615846
chr9:27412200-27412400	0.276727	-1.943435
chr1:18317200-18317400	0.154413	2.377770
chr4:12389000-12389200	-0.752993	1.357027
chr8:7338100-7338300	-0.875307	0.315917
chr19:22838200-22838400	-0.630678	0.696421
chr1:112040300-112040500	-0.386048	0.490066
chr6:110935700-110935900	0.399042	-1.932298
chr13:93750700-93750900	-0.752993	0.442260
chr1:112555200-112555400	1.306447	0.973313
chr5:74683200-74683400	0.399042	-0.335641
chr6:46066900-46067100	-0.630678	0.700656
chr3:132846200-132846400	0.399042	-1.483631
chr16:56670900-56671100	0.276727	0.695651
chr4:4753700-4753900	1.184133	1.272537
chr19:3570300-3570500	0.399042	-1.483631
chr20:35102900-35103100	0.154413	1.121555
chr20:59569600-59569800	-1.538083	-1.972549
chr20:44613400-44613600	-0.630678	2.108976
chr7:32395400-32395600	0.276727	-0.920256
chr16:22111500-22111700	-0.752993	2.438965
chr1:189175800-189176000	-0.752993	-0.227689
chr4:168916900-168917100	0.399042	-0.047057
chr8:118982800-118983000	-1.081801	0.608853
chr5:172800700-172800900	1.306447	-1.037468
chr3:139946300-139946500	0.154413	1.561904
chr7:144167800-144168000	-1.538083	-1.873346
chr3:42997500-42997700	0.399042	-1.602362
chr1:18696200-18696400	2.213853	-1.932298
chr9:70256200-70256400	-0.508363	-1.149121
chr4:38167300-38167500	-0.630678	-0.529086
chr4:134723600-134723800	-0.630678	0.300418
chr1:89362500-89362700	1.428762	-0.421153
chr6:24498200-24498400	0.399042	-0.557812
chr1:115303400-115303600	-2.567803	0.735879
chr5:139016800-139017000	0.399042	-0.199263
chrX:150578200-150578400	0.154413	-1.786528
chr10:1598300-1598500	0.154413	-0.251914
chrX:23850700-23850900	-0.752993	0.890779
chr3:45464700-45464900	-1.660398	0.359873
chrX:43808000-43808200	0.399042	0.686247
chr20:39904800-39905000	-0.630678	-1.127604
chr1:177010200-177010400	-0.630678	1.540078
chr17:16790200-16790400	-1.660398	1.321292
chrX:104895900-104896100	-0.630678	0.868154
chr7:68018100-68018300	0.276727	-0.461509
chr9:113350000-113350200	-0.752993	-0.306136
chr11:67160700-67160900	1.306447	0.760167
chr7:126686200-126686400	0.399042	0.421771
chr15:45296700-45296900	-0.630678	-0.323339
chr17:37142100-37142300	-1.415768	1.169320
chr11:123309500-123309700	-0.804559	-0.261007
chr12:22208000-22208200	1.428762	-0.298245
chr18:50031900-50032100	-0.630678	1.227354
chr6:159741800-159742000	2.336167	-0.469194
chrX:11474100-11474300	-1.538083	-0.154038
chr8:20352600-20352800	-0.630678	1.478045
chr6:91331300-91331500	-0.508363	0.921234
chr9:18015100-18015300	-0.752993	1.069690
chr2:231074800-231075000	0.154413	0.446178
chr6:917400-917600	-0.508363	0.656259
chr20:34988500-34988700	-0.386048	2.221999
chr16:81262500-81262700	0.276727	0.156897
chr15:101160000-101160200	-1.538083	-0.001727
chr5:141007100-141007300	-0.508363	0.112065
chr1:63741000-63741200	0.276727	0.471537
chr1:59468900-59469100	-1.538083	-0.745208
chr9:37600600-37600800	0.154413	-0.433060
chr10:60406400-60406600	-0.508363	-1.562451
chr14:53720100-53720300	-0.943180	-0.701524
chr1:34770800-34771000	-0.752993	1.119073
chr9:121393800-121394000	-0.630678	0.017241
chr1:112341200-112341400	1.306447	-1.141315
chr13:78165300-78165500	0.276727	1.177066
chr6:51272800-51273000	-0.875307	-0.147132
chr15:64595000-64595200	1.306447	0.392582
chr9:67212500-67212700	0.399042	0.736546
chr2:232706600-232706800	1.306447	-0.643988
chr19:9125300-9125500	2.336167	0.101725
chr6:156408700-156408900	-1.538083	-0.753453
chr2:46391200-46391400	0.276727	-0.410406
chr4:38229000-38229200	-0.053424	1.862088
chr16:2154000-2154200	1.184133	0.359358
chr11:77803800-77804000	0.276727	1.248353
chr4:110534500-110534700	2.213853	0.873800
chr13:87842600-87842800	-1.538083	-0.623330
chr19:14878600-14878800	-0.630678	-0.276010
chr10:77924700-77924900	-0.630678	-0.213417
chr2:217040000-217040200	-0.630678	0.328415
chr1:206896500-206896700	-0.630678	-0.148289
chr19:54557900-54558100	2.213853	1.797408
chr17:8947900-8948100	1.428762	-0.077060
chr16:87960500-87960700	-0.875307	0.166506
chr12:15995500-15995700	1.184133	-1.158826
chr2:105499600-105499800	0.399042	1.819617
chr14:59783300-59783500	-0.630678	-0.061845
chr9:138011400-138011600	-0.630678	0.632809
chr15:55485900-55486100	1.428762	-0.298245
chr3:42775500-42775700	-0.630678	1.101087
chr10:72947000-72947200	-1.660398	-1.561402
chr15:59635100-59635300	0.399042	-0.604276
chr6:143194300-143194500	-1.782713	-0.066796
chrX:139803700-139803900	1.184133	-0.643988
chr18:31569400-31569600	0.399042	-0.734280
chr10:45673500-45673700	-0.752993	-0.756056
chr16:4128500-4128700	0.223819	-0.669595
chr20:38298300-38298500	-0.752993	-0.197135
chr5:132664600-132664800	2.336167	1.210399
chr16:9246500-9246700	-0.386048	-0.802454
chr7:110533400-110533600	0.399042	0.731821
chr4:285300-285500	1.113575	0.504679
chr16:6083400-6083600	-0.630678	2.099671
chr8:74581000-74581200	-0.053424	1.049524
chr7:145283400-145283600	-0.630678	0.724058
chr4:18852000-18852200	-0.752993	1.477499
chr11:112862700-112862900	-1.415768	-0.984350
chr4:182885500-182885700	-0.943180	-1.386788
chr7:44368800-44369000	-0.630678	0.034469
chr6:47615500-47615700	-1.538083	-0.357552
chr7:129115700-129115900	-0.752993	-0.156604
chr12:49680400-49680600	0.276727	1.192368
chrX:27444100-27444300	0.154413	0.428032
chr5:15458400-15458600	0.154413	0.456278
chr8:1630600-1630800	0.399042	0.618515
chr11:60778900-60779100	0.399042	-0.127506
chrX:125689500-125689700	-1.538083	-1.007259
chr1:102871800-102872000	1.306447	-0.057069
chr10:62067300-62067500	-0.630678	0.204834
chr6:139341700-139341900	2.213853	-0.313104
chrY:13464500-13464700	-0.630678	-0.858388
chr5:149320400-149320600	0.154413	0.072329
chr19:23527400-23527600	-0.630678	1.658079
chr2:117706500-117706700	-0.630678	-0.954414
chr8:18463500-18463700	-0.752993	0.786774
chr6:155115500-155115700	0.399042	-1.320029
chr4:40902700-40902900	-0.752993	-1.625785
chr5:123305200-123305400	-0.630678	-1.253763
chr5:4411400-4411600	-0.630678	2.403235
chr21:36455000-36455200	-0.630678	-1.039298
chr14:77853800-77854000	0.154413	0.365594
chr17:40564900-40565100	-0.752993	-0.338717
chr20:23445600-23445800	-0.508363	0.040896
chr5:135314800-135315000	-0.630678	1.155589
chr3:48219500-48219700	-0.630678	-1.324489
chr22:10782100-10782300	0.399042	-0.057069
chr3:85161700-85161900	-0.630678	-1.595699
chr1:92859700-92859900	-0.752993	-1.761779
chr8:20787300-20787500	1.306447	0.514923
chr10:126242400-126242600	0.276727	0.444804
chr20:42647700-42647900	-1.538083	1.212095
chr1:29844000-29844200	0.399042	-2.401889
chrX:36460900-36461100	-0.630678	1.158911
chr15:52471400-52471600	1.428762	1.511119
chr4:6109300-6109500	-0.875307	0.250720
chr2:85641500-85641700	1.428762	-0.424210
chr18:35802600-35802800	-0.752993	-1.185845
chr2:134003000-134003200	1.184133	0.639489
chr3:109919500-109919700	2.213853	-0.479074
chr11:60989500-60989700	-0.386048	-1.236755
chr5:170649400-170649600	-0.630678	-0.332878
chr15:92027800-92028000	0.276727	1.150651
chr7:157960100-157960300	-0.630678	0.818406
chr19:30539400-30539600	0.276727	0.180985
chr1:3558900-3559100	0.399042	0.973313
chr1:39493000-39493200	-0.630678	-0.156129
chr1:33874500-33874700	-0.752993	0.810958
chr12:68844400-68844600	-0.630678	0.181788
chrX:1700400-1700600	1.252196	-1.407050
chr17:68656700-68656900	0.276727	-0.122698
chr5:78568700-78568900	2.336167	0.562277
chr3:100553900-100554100	-0.630678	0.290545
chr3:153857500-153857700	0.521357	1.808048
chr10:71625800-71626000	0.399042	0.421435
chr19:37889100-37889300	-0.630678	1.026229
chr7:151455600-151455800	0.276727	-0.276702
chr12:16730300-16730500	1.184133	0.371382
chr19:53643100-53643300	1.306447	0.867364
chrX:55647300-55647500	-1.782713	0.267964
chr11:71666800-71667000	-0.875307	-0.643988
chr12:112809200-112809400	1.428762	-0.244417
chr20:14469300-14469500	-0.630678	0.781678
chr16:73231700-73231900	-0.630678	0.637613
chr10:122215600-122215800	-0.630678	0.699447
chr6:125373200-125373400	0.276727	-0.637230
chr5:129746000-129746200	1.184133	0.625134
chr2:148594800-148595000	1.306447	0.176000
chr17:1916600-1916800	-0.630678	-0.623071
chr13:73198400-73198600	0.276727	1.744441
chr2:26204700-26204900	1.306447	-0.779168
chr14:67458400-67458600	-0.630678	-0.652803
chr13:100680100-100680300	2.213853	-0.148616
chr11:123669800-123670000	-0.752993	0.692507
chr11:93055000-93055200	-0.630678	2.217638
chr10:58901500-58901700	1.306447	-0.338784
chr11:64594800-64595000	-0.875307	-2.796634
chr2:124200900-124201100	0.399042	1.185771
chr10:126851400-126851600	-1.538083	1.808048
chr7:126890700-126890900	0.276727	0.298458
chrX:144028500-144028700	-0.875307	2.061320
chr12:68984800-68985000	0.276727	1.609932
chr16:81306400-81306600	0.276727	2.131462
chr1:23148800-23149000	2.213853	1.891039
chrX:64433000-64433200	-1.782713	-1.029007
chr6:26015100-26015300	2.213853	0.009641
chr16:63459000-63459200	1.306447	-0.717219
chr19:52007700-52007900	0.276727	1.446160
chr7:141556100-141556300	-0.752993	-0.853056
chrX:3321400-3321600	-0.630678	-0.606760
chr3:89202300-89202500	1.306447	0.579383
chr8:49837500-49837700	0.399042	-1.024822
chr15:49776000-49776200	-1.660398	-1.025861
chr17:51221100-51221300	1.428762	-1.458751
chr7:25000600-25000800	-0.804559	0.149166
chr18:5018900-5019100	0.276727	-0.408116
chr20:62922200-62922400	1.184133	-0.343573
chr19:18671600-18671800	-0.630678	-0.128826
chr1:85052600-85052800	1.184133	-2.412848
chr15:91221200-91221400	-1.081801	0.403336
chr11:113100300-113100500	-0.630678	1.497999
chr1:100389200-100389400	-0.508363	-0.643988
chr12:121424300-121424500	1.306447	-0.848669
chr2:113629400-113629600	0.399042	-0.577226
chr3:129602000-129602200	-0.508363	-0.479202
chr17:82265300-82265500	-0.875307	1.410748
chr5:57531000-57531200	-0.752993	-1.788611
chr16_KI270728v1_random:1177200-1177400	-0.630678	-0.216040
chr1:222581000-222581200	1.184133	0.934346
chr15:84886900-84887100	-0.386048	0.182873
chr3:159513500-159513700	-0.752993	-0.485062
chr20:15992400-15992600	-0.804559	-0.427087
chr2:202622800-202623000	0.521357	-0.077060
chr1:19956300-19956500	0.276727	-0.510010
chr22:33275400-33275600	-0.508363	0.056552
chr18:45512400-45512600	0.276727	-1.598365
chr12:14336000-14336200	0.154413	1.685468
chrY:3055000-3055200	-0.508363	2.201025
chr11:32046300-32046500	-0.630678	0.361300
chr17:20573700-20573900	0.521357	-0.148928
chr7:43328100-43328300	1.428762	1.535206
chr8:62895700-62895900	0.276727	-0.433272
chr10:49800-50000	0.085197	-0.608740
chrX:68325700-68325900	1.551077	1.578748
chr3:51547800-51548000	1.306447	1.672823
chr5:153124000-153124200	1.184133	-0.424210
chrX:99274800-99275000	-1.660398	0.313467
chr10:79321800-79322000	-0.630678	-0.499791
chr5:75749000-75749200	-1.538083	-0.371806
chr22:36022800-36023000	-0.630678	1.547225
chr8:33096000-33096200	-1.081801	2.073196
chr11:7552700-7552900	0.399042	0.514828
chr15:80554100-80554300	-1.415768	-0.398107
chr11:27616800-27617000	-0.752993	-1.719184
chr9:105441900-105442100	-1.538083	-0.965571
chr19:11291200-11291400	0.276727	0.735008
chrX:72091500-72091700	0.399042	-0.405285
chr10:25720600-25720800	-0.630678	-1.041869
chr12:133260900-133261100	-0.630678	0.361597
chrX:63644800-63645000	1.306447	0.294772
chr6:749500-749700	0.154413	0.277146
chr8:38468900-38469100	0.154413	1.646407
chr17:59661400-59661600	1.306447	0.504002
chr5:98913100-98913300	-0.630678	-0.164633
chr22:46557500-46557700	0.276727	-0.189606
chr1:179602000-179602200	-0.630678	-0.019021
chr3:9411000-9411200	-0.752993	-0.677559
chr11:119164600-119164800	0.276727	-0.201782
chr7:155986700-155986900	-0.630678	-0.357604
chr10:35688600-35688800	-0.630678	0.396312
chr12:49445500-49445700	0.276727	-0.987037
chr1:113060400-113060600	0.399042	-0.424210
chr17:82950300-82950500	-1.538083	-1.280941
chr17:63830100-63830300	-0.752993	-0.359709
chr11:114206000-114206200	0.399042	-0.440855
chr5:4965900-4966100	-0.752993	-0.359709
chr2:6393000-6393200	1.306447	0.180985
chr14:36424600-36424800	0.399042	-1.507937
chrX:38300-38500	-0.630678	-0.983501
chr5:116435500-116435700	-0.263734	-0.718505
chr2:228305100-228305300	0.276727	2.041170
chr16:89683000-89683200	-0.630678	-1.480262
chr15:24581100-24581300	-0.386048	-0.282778
chr1:117118900-117119100	-0.508363	-1.454158
chr6:139551400-139551600	-1.081801	0.192547
chr15:60857000-60857200	-1.971557	-1.335834
chr16:55630800-55631000	-0.386048	-0.392930
chr1:97046300-97046500	-1.660398	0.824139
chr9:78283600-78283800	-2.323174	-0.942006
chr18:55979300-55979500	0.276727	-0.604411
chr22:21617000-21617200	1.428762	-1.102628
chr4:23087900-23088100	0.276727	1.024782
chr5:132822300-132822500	1.428762	-1.102628
chr17:14729300-14729500	2.213853	-0.643988
chr5:79532000-79532200	1.306447	1.495759
chr6:43435100-43435300	1.306447	-0.294124
chr10:86442000-86442200	0.399042	1.672823
chr2:48305100-48305300	0.154413	0.973313
chr17:77026300-77026500	-0.875307	-0.455850
chr2:200111900-200112100	0.276727	0.841057
chr15:82584300-82584500	-0.752993	-1.380494
chr5:89487900-89488100	-1.832936	0.516145
chr1:52566700-52566900	-0.630678	-1.483631
chr5:126722200-126722400	1.184133	0.420549
chr2:60007100-60007300	0.276727	1.377965
chr10:15430100-15430300	1.113575	-1.497493
chr11:22659800-22660000	-0.508363	0.569420
chr5:80471100-80471300	0.521357	-1.039657
chrX:133480300-133480500	0.399042	-0.261521
chr5:5802600-5802800	0.154413	-0.056200
chr15:65408400-65408600	-0.630678	-1.415948
chr2:240060300-240060500	1.184133	-0.477646
chr7:45456800-45457000	0.276727	-0.530765
chr8:38881600-38881800	0.399042	-1.114976
chr11:102096700-102096900	1.184133	-0.098525
chr12:127888400-127888600	-1.971557	-0.451534
chr9:95754700-95754900	-0.630678	2.432352
chr6:27114200-27114400	0.154413	-0.924374
chr1:182655300-182655500	0.521357	1.028402
chr14:49642000-49642200	0.154413	0.710299
chr4:55691500-55691700	0.276727	-0.002834
chr5:100677500-100677700	0.399042	-0.738208
chr10:97443000-97443200	0.085197	0.630056
chrX:136240600-136240800	-0.630678	1.185525
chr19:7548200-7548400	-1.538083	-1.407972
chr17:5259800-5260000	0.362440	-0.097149
chr4:10076400-10076600	0.399042	2.053443
chr1:200427800-200428000	1.428762	1.073850
chr12:129054300-129054500	-0.508363	-1.389349
chr6:62403600-62403800	-1.081801	-1.378221
chr6:47402200-47402400	0.085197	-0.829495
chr11:49888800-49889000	0.399042	0.245496
chr18:78939300-78939500	1.428762	-0.035729
chr1:234023100-234023300	-0.630678	0.821536
chr6:81687900-81688100	0.276727	1.718562
chr7:105641700-105641900	1.306447	-1.123926
chr4:13359100-13359300	-1.415768	2.682746
chr17:49409800-49410000	1.184133	1.129333
chr22:21759700-21759900	1.306447	0.626843
chr3:76711500-76711700	0.399042	0.387366
chr1:17537100-17537300	-0.630678	-0.996610
chr16:60200100-60200300	-1.660398	0.494440
chr15:74293300-74293500	-0.630678	-1.618954
chr5:30042400-30042600	0.223819	-0.896376
chr19:46251700-46251900	0.399042	-0.077060
chr10:103407400-103407600	0.154413	-0.298245
chrX:92406800-92407000	1.428762	1.458154
chr3:53336100-53336300	1.306447	-0.283321
chr11:104977300-104977500	2.280573	-0.370052
chr11:20150500-20150700	0.276727	-0.063154
chr5:151568800-151569000	-1.538083	-0.474922
chr7:28554200-28554400	-0.630678	1.171576
chr11:89348100-89348300	-0.875307	-0.516499
chr1:46430500-46430700	-0.752993	-0.225849
chr4:93363200-93363400	-0.804559	1.911139
chr4:2611500-2611700	0.223819	-0.365570
chr6:85585100-85585300	-0.630678	0.300418
chr3:133688200-133688400	0.521357	-0.750875
chr5:162695900-162696100	-0.630678	-0.057583
chr3:48782800-48783000	-0.630678	0.421771
chr8:90852800-90853000	0.276727	0.063029
chr1:55583600-55583800	-0.630678	0.994452
chr16:17250000-17250200	-0.630678	-0.451083
chr2:230784000-230784200	-0.752993	-0.783264
chr19:46512000-46512200	1.306447	-0.550357
chr3:129988700-129988900	-0.630678	0.521435
chr18:45912700-45912900	0.399042	-1.592472
chr1:245546300-245546500	2.213853	2.168715
chr7:73219600-73219800	0.399042	-0.298245
chr1:13973400-13973600	-0.630678	0.784225
chr15:33405900-33406100	0.154413	1.516111
chr2:197579900-197580100	0.276727	-1.228448
chr13:92998900-92999100	3.243573	-0.906877
chr18:22550600-22550800	0.521357	-0.191386
chrX:1813200-1813400	2.213853	-1.458751
chr3:154174100-154174300	0.276727	-0.058880
chr16:64823500-64823700	-1.538083	2.272497
chr4:16243700-16243900	1.306447	0.482655
chr9:86368100-86368300	2.336167	1.153545
chr9:104104800-104105000	-0.752993	-0.719360
chr1:9960600-9960800	1.306447	1.571047
chr1:247266200-247266400	0.154413	-1.548104
chr22:45380700-45380900	1.306447	2.198542
chr2:122035600-122035800	-0.508363	0.245591
chr11:93955900-93956100	-0.630678	-0.633631
chr10:85211700-85211900	-1.220422	0.908053
chr10:70188400-70188600	0.399042	-0.324412
chr4:186253300-186253500	-0.875307	-1.016729
chr10:5828500-5828700	1.390817	1.720445
chr12:7679200-7679400	-0.508363	2.035320
chr1:21492500-21492700	-0.508363	0.753570
chr8:14944100-14944300	0.399042	-0.173944
chrX:121930600-121930800	-0.943180	0.624833
chr2:174344900-174345100	-0.630678	-1.800370
chr7:147711500-147711700	0.399042	-0.088459
chr7:57401600-57401800	1.184133	-0.298245
chr2:228974800-228975000	0.276727	0.184835
chr7:151980200-151980400	-0.630678	-0.677559
chr10:86574300-86574500	-0.752993	-0.420676
chrX:2407500-2407700	-0.943180	-0.551736
chr14:21539700-21539900	0.399042	-0.249079
chr12:62217600-62217800	-0.508363	-1.205626
